ID,Parent,Type,Epic,Feature,Title,Description,Priority,Milestone,Dependencies,StoryPoints,EstimateHours,Owner,Risk,Status,DocumentRefs,AcceptanceCriteria
ST-0109,T-0218,Subtask,Phase 1 Launch,Quality and UAT,"Verify and evidence: Run Brand, CX and Home usability acceptance","Run tests, capture evidence and update RTM/audit for S-0109.",P0,M2,T-0218,2,8,Quality,High,Planned,11_Engineering_Operations/02_Testing_Strategy.md; 12_Planning/05_Traceability_Matrix.md,Automated/manual evidence is linked; no unresolved blocking defect remains.
F-0050,E-0001,Feature,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Operating system governance and release-candidate controls,"Formalize Project DNA, AI authority, compliance gates and release-candidate governance without adding product scope.",P0,M0,ST-0109,56,280,Governance/Architecture,High,In Progress,000_PROJECT_CHARTER.md; 00_Foundation/00_Project_Constitution.md; ADR-0026,All governance stories accepted; prior IDs preserved; review pack ready; status remains NEEDS REVIEW.
S-0110,F-0050,Story,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,"Codify DNA, invariants and negative requirements","Deliver: Codify DNA, invariants and negative requirements.",P0,M0,F-0050,8,40,Governance/Architecture,High,Done,CR-0005; ADR-0026,Owner document updated; requirements traced; evidence and review criteria complete.
T-0219,S-0110,Task,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Define and integrate Project DNA and invariants,Update the authoritative owner documents for Project DNA and invariants.,P0,M0,S-0110,3,16,Governance/Architecture,High,Done,CR-0005; ADR-0026,Normative content is integrated in-place with no duplicate owner.
T-0220,S-0110,Task,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Implement controls and evidence for Project DNA and invariants,Create repeatable validation and evidence for Project DNA and invariants.,P0,M0,T-0219,3,16,Governance/Architecture,High,Done,Quality Gates; Documentation CI; Testing Strategy,Controls fail on a known violation and pass on the governed corpus.
ST-0110,T-0220,Subtask,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Review and trace Project DNA and invariants,"Verify traceability, negative requirements and review evidence for Project DNA and invariants.",P0,M0,T-0220,2,8,Quality,High,Planned,RTM; Audit; CR-0005,Audit has no structural errors and evidence is reviewable by a new developer or agent.
S-0111,F-0050,Story,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,"Codify agent authority, stop conditions and Jarvis separation","Deliver: Codify agent authority, stop conditions and Jarvis separation.",P0,M0,ST-0110,8,40,AI Governance,High,Done,CR-0005; ADR-0026,Owner document updated; requirements traced; evidence and review criteria complete.
T-0221,S-0111,Task,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Define and integrate AI Governance Charter and Development Contract,Update the authoritative owner documents for AI Governance Charter and Development Contract.,P0,M0,S-0111,3,16,AI Governance,High,Done,CR-0005; ADR-0026,Normative content is integrated in-place with no duplicate owner.
T-0222,S-0111,Task,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Implement controls and evidence for AI Governance Charter and Development Contract,Create repeatable validation and evidence for AI Governance Charter and Development Contract.,P0,M0,T-0221,3,16,AI Governance,High,Done,Quality Gates; Documentation CI; Testing Strategy,Controls fail on a known violation and pass on the governed corpus.
ST-0111,T-0222,Subtask,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Review and trace AI Governance Charter and Development Contract,"Verify traceability, negative requirements and review evidence for AI Governance Charter and Development Contract.",P0,M0,T-0222,2,8,Quality,High,Planned,RTM; Audit; CR-0005,Audit has no structural errors and evidence is reviewable by a new developer or agent.
S-0112,F-0050,Story,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,"Map change classes to Product Owner, Architect, CR and ADR authority","Deliver: Map change classes to Product Owner, Architect, CR and ADR authority.",P0,M0,ST-0111,8,40,Governance,High,Done,CR-0005; ADR-0026,Owner document updated; requirements traced; evidence and review criteria complete.
T-0223,S-0112,Task,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Define and integrate Decision Authority Matrix,Update the authoritative owner documents for Decision Authority Matrix.,P0,M0,S-0112,3,16,Governance,High,Done,CR-0005; ADR-0026,Normative content is integrated in-place with no duplicate owner.
T-0224,S-0112,Task,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Implement controls and evidence for Decision Authority Matrix,Create repeatable validation and evidence for Decision Authority Matrix.,P0,M0,T-0223,3,16,Governance,High,Done,Quality Gates; Documentation CI; Testing Strategy,Controls fail on a known violation and pass on the governed corpus.
ST-0112,T-0224,Subtask,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Review and trace Decision Authority Matrix,"Verify traceability, negative requirements and review evidence for Decision Authority Matrix.",P0,M0,T-0224,2,8,Quality,High,Planned,RTM; Audit; CR-0005,Audit has no structural errors and evidence is reviewable by a new developer or agent.
S-0113,F-0050,Story,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Define blocking architecture and phase-boundary gates,Deliver: Define blocking architecture and phase-boundary gates.,P0,M0,ST-0112,8,40,Architecture/Quality,High,Done,CR-0005; ADR-0026,Owner document updated; requirements traced; evidence and review criteria complete.
T-0225,S-0113,Task,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Define and integrate Architecture Compliance Gates,Update the authoritative owner documents for Architecture Compliance Gates.,P0,M0,S-0113,3,16,Architecture/Quality,High,Done,CR-0005; ADR-0026,Normative content is integrated in-place with no duplicate owner.
T-0226,S-0113,Task,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Implement controls and evidence for Architecture Compliance Gates,Create repeatable validation and evidence for Architecture Compliance Gates.,P0,M0,T-0225,3,16,Architecture/Quality,High,Done,Quality Gates; Documentation CI; Testing Strategy,Controls fail on a known violation and pass on the governed corpus.
ST-0113,T-0226,Subtask,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Review and trace Architecture Compliance Gates,"Verify traceability, negative requirements and review evidence for Architecture Compliance Gates.",P0,M0,T-0226,2,8,Quality,High,Planned,RTM; Audit; CR-0005,Audit has no structural errors and evidence is reviewable by a new developer or agent.
S-0114,F-0050,Story,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Embed traceability and compliance in the development workflow,Deliver: Embed traceability and compliance in the development workflow.,P0,M0,ST-0113,8,40,Engineering,High,Done,CR-0005; ADR-0026,Owner document updated; requirements traced; evidence and review criteria complete.
T-0227,S-0114,Task,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Define and integrate Development Constitution,Update the authoritative owner documents for Development Constitution.,P0,M0,S-0114,3,16,Engineering,High,Done,CR-0005; ADR-0026,Normative content is integrated in-place with no duplicate owner.
T-0228,S-0114,Task,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Implement controls and evidence for Development Constitution,Create repeatable validation and evidence for Development Constitution.,P0,M0,T-0227,3,16,Engineering,High,Done,Quality Gates; Documentation CI; Testing Strategy,Controls fail on a known violation and pass on the governed corpus.
ST-0114,T-0228,Subtask,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Review and trace Development Constitution,"Verify traceability, negative requirements and review evidence for Development Constitution.",P0,M0,T-0228,2,8,Quality,High,Planned,RTM; Audit; CR-0005,Audit has no structural errors and evidence is reviewable by a new developer or agent.
S-0115,F-0050,Story,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,"Automate invariant, Jarvis, PrintFlow and human-review regression checks","Deliver: Automate invariant, Jarvis, PrintFlow and human-review regression checks.",P0,M0,ST-0114,8,40,Quality/Security,High,Planned,CR-0005; ADR-0026,Owner document updated; requirements traced; evidence and review criteria complete.
T-0229,S-0115,Task,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Define and integrate Negative requirement verification,Update the authoritative owner documents for Negative requirement verification.,P0,M0,S-0115,3,16,Quality/Security,High,Planned,CR-0005; ADR-0026,Normative content is integrated in-place with no duplicate owner.
T-0230,S-0115,Task,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Implement controls and evidence for Negative requirement verification,Create repeatable validation and evidence for Negative requirement verification.,P0,M0,T-0229,3,16,Quality/Security,High,Planned,Quality Gates; Documentation CI; Testing Strategy,Controls fail on a known violation and pass on the governed corpus.
ST-0115,T-0230,Subtask,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Review and trace Negative requirement verification,"Verify traceability, negative requirements and review evidence for Negative requirement verification.",P0,M0,T-0230,2,8,Quality,High,Planned,RTM; Audit; CR-0005,Audit has no structural errors and evidence is reviewable by a new developer or agent.
S-0116,F-0050,Story,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Prepare evidence for Lead Architect and Product Owner review without freezing baseline,Deliver: Prepare evidence for Lead Architect and Product Owner review without freezing baseline.,P0,M0,ST-0114,8,40,Governance/Architecture,High,Done,CR-0005; ADR-0026,Owner document updated; requirements traced; evidence and review criteria complete.
T-0231,S-0116,Task,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Define and integrate Release-candidate architectural review pack,Update the authoritative owner documents for Release-candidate architectural review pack.,P0,M0,S-0116,3,16,Governance/Architecture,High,Done,CR-0005; ADR-0026,Normative content is integrated in-place with no duplicate owner.
T-0232,S-0116,Task,Documentation Governance & Frozen Baseline,Operating system governance and release-candidate controls,Implement controls and evidence for Release-candidate architectural review pack,Create repeatable validation and evidence for Release-candidate architectural review pack.,P0,M0,T-0231,3,16,Governance/Architecture,High,Done,Quality Gates; Documentation CI; Testing Strategy,Controls fail on a known violation and pass on the governed corpus.
